Participant,Experiment_Duration,Date,Time,Browser,Mobile,Platform,Screen_Width,Screen_Height,Source,Gender,Age,Education,Student,Discipline,Ethnicity,Country,SexualOrientation,SexualStatus,StimuliChoice,Bait_Duration,BAIT_ImagesIssues,BAIT_ImageDistinctionBad,BAIT_Worry,BAIT_InterestingAI,BAIT_VideosRealistic,BAIT_ImagesRealistic,BAIT_TextDifferentiation,BAIT_ImpersonalAI,BAIT_TrustHuman,BAIT_Benefit,BAIT_ContentDetection,BAIT_UniqueHuman,BAIT_ImageDistinctionEasy,BAIT_ExpertAI,BAIT_Exciting,BAIT_PreferenceHuman,BAIT_EnvironmentReal,BAIT_ImitatingReality,BAIT_InnovativeAI,BAIT_Dangerous,BAIT_VideosIssues,BAIT_EmotionalHuman,BAIT_UnderstandingAI,BAIT_UserAI,BAIT_TextIssues,BAIT_TextRealistic,COPS_Duration,SexualActivity,COPS_Frequency_2,Feedback_NoFacesAttractive,Feedback_SomeFacesAttractive,Feedback_AIMoreAttractive,Feedback_AILessAttractive,Feedback_DiffObvious,Feedback_DiffSubtle,Feedback_DiffNone,Feedback_LabelsIncorrect,Feedback_LabelsReversed,Feedback_AllReal,Feedback_AllFake,Feedback_AllRealConfidence,Feedback_AllFakeConfidence,Feedback_Enjoyment,Feedback_Text,Instruction_Duration1,Instruction_Duration2,Eyetracking_Validation1_Mean,Eyetracking_Validation1_Max,Eyetracking_Validation1_Min,Eyetracking_Validation1_Distance,Eyetracking_Validation2_Mean,Eyetracking_Validation2_Max,Eyetracking_Validation2_Min,Eyetracking_Validation2_Distance
S065,25.9329,11/02/2025,13:03:42,chrome,False,Chrome OS,1601.0,732.0,prolific,Female,27,Bachelor,False,"Business, Economics",Black,South Africa,Heterosexual,In a relationship and not open to dating,Prefer not to say,1.9695333333333334,4.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,0.2827,within the last 3 days,I haven't watched pornography in the past 30 days,False,False,True,False,True,False,False,False,False,False,True,,4.0,3,,97.176,64.97,0.24390243902439024,2.4390243902439024,0.0,196.72808256892762,4.827796234772978,16.666666666666664,0.0,184.65334821509737
S066,45.963550000000005,11/02/2025,13:26:26,chrome,False,Windows 10,1366.0,607.0,prolific,Male,34,Other,Prefer not to say,Prefer not to say,Black,South Africa,Heterosexual,In a relationship and not open to dating,Prefer not to say,3.4893,2.0,1.0,2.0,5.0,5.0,6.0,2.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,6.0,4.0,5.0,4.0,5.0,1.0,3.0,4.0,6.0,6.0,1.0,4.0,0.48358333333333337,less than 24h ago,I watched pornography weekly,False,True,True,False,False,False,False,False,False,True,False,4.0,,4,IT WAS FUN DOING THE STUDY,97.946,23.012,0.0,0.0,0.0,64.1376988182744,0.0,0.0,0.0,92.986199077185
S067,24.856583333333333,11/02/2025,13:28:48,chrome,False,Windows 10,1536.0,730.0,prolific,Male,28,High school,True,Prefer not to say,Black,South Africa,Heterosexual,Single and open to dating,Prefer not to say,2.5945666666666667,3.0,0.0,3.0,0.0,6.0,6.0,3.0,0.0,3.0,6.0,5.0,6.0,4.0,2.0,6.0,3.0,6.0,6.0,6.0,3.0,0.0,6.0,6.0,6.0,3.0,6.0,0.46216666666666667,within the last month,I watched pornography twice in the past 30 days,False,True,False,False,False,False,True,False,False,False,False,,,4,"Great study, I really enjoyed it.",49.25,20.82,12.915930266571143,51.85185185185185,0.0,92.06717566436967,5.563716807477708,21.568627450980394,0.0,156.52180130772416
S068,32.9641,12/02/2025,09:39:21,edge-chromium,False,Windows 10,1528.0,746.0,prolific,Male,33,Bachelor,False,"Literature, Languages",Black,United Kingdom,Heterosexual,In a relationship and not open to dating,Prefer not to say,5.668516666666666,2.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,1.1564333333333332,within the last month,I haven't watched pornography in the past 30 days,False,True,True,False,False,False,True,False,False,True,False,4.0,,2,no,49.331,124.015,11.052393980012216,37.93103448275862,0.0,83.7983101886207,10.015180049078355,32.20338983050847,0.0,94.08189503949141
S069,39.935716666666664,12/02/2025,09:43:24,chrome,False,Chrome OS,1536.0,791.0,prolific,Female,41,Master,False,"Business, Economics",Black,United Kingdom,Heterosexual,In a relationship and not open to dating,Prefer not to say,3.9963333333333333,2.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,6.0,0.5839,within the last month,I haven't watched pornography in the past 30 days,False,False,True,False,False,False,True,False,False,False,False,,,3,,118.962,47.091,2.8587570621468927,11.666666666666666,0.0,118.37322464174306,1.0084745762711864,3.389830508474576,0.0,170.76279507227844
S070,30.562666666666665,12/02/2025,11:38:36,chrome,False,Windows 10,1366.0,607.0,prolific,Female,34,Bachelor,False,"Business, Economics",Black,South Africa,Heterosexual,In a relationship and not open to dating,Prefer not to say,3.0041,0.0,3.0,0.0,3.0,5.0,5.0,4.0,0.0,5.0,5.0,4.0,0.0,3.0,4.0,6.0,5.0,4.0,5.0,5.0,0.0,1.0,4.0,4.0,5.0,1.0,4.0,0.5743666666666667,less than 24h ago,I watched pornography daily,False,True,True,False,False,False,True,False,False,True,False,3.0,,4,"Nothing much, this experiment was exciting. ",80.283,37.833,6.043956043956044,46.15384615384615,0.0,68.60734706026531,4.385964912280701,22.22222222222222,0.0,80.7665468020312
S071,34.779916666666665,12/02/2025,11:39:35,chrome,False,Windows 10,683.0,689.0,prolific,Male,23,Bachelor,True,"Engineering, Computer Science",Black,South Africa,Heterosexual,In a relationship and not open to dating,Prefer not to say,3.9329666666666667,2.0,3.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,6.0,5.0,3.0,4.0,4.0,1.0,4.0,5.0,5.0,6.0,4.0,4.0,0.53725,within the last 3 days,I watched pornography twice in the past 30 days,False,True,False,True,False,False,False,False,True,True,False,4.0,,4,,100.213,42.396,6.648493220960921,19.298245614035086,0.0,113.2172739779467,1.0119047619047619,5.0,0.0,169.09422952084506
S072,33.6841,12/02/2025,11:42:07,chrome,False,Windows 10,1366.0,633.0,prolific,Female,38,Bachelor,True,"Business, Economics",Black,South Africa,Bisexual,In a relationship and not open to dating,Women (and heterosexual couples),3.4983666666666666,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,0.5151,less than 24h ago,I haven't watched pornography in the past 30 days,False,True,True,False,False,False,False,False,False,True,False,4.0,,3,,136.044,58.231,0.588235294117647,5.88235294117647,0.0,104.9589507723443,0.6666666666666667,6.666666666666667,0.0,138.89010016883157
S073,49.13881666666667,12/02/2025,11:43:19,chrome,False,Windows 10,1280.0,598.0,prolific,Male,35,Master,True,Medicine,Black,South Africa,Heterosexual,In a relationship and not open to dating,Prefer not to say,1.4665,5.0,3.0,6.0,0.0,3.0,4.0,3.0,6.0,6.0,3.0,5.0,6.0,4.0,1.0,4.0,6.0,4.0,2.0,5.0,5.0,4.0,6.0,4.0,6.0,4.0,4.0,0.37716666666666665,within the last week,I haven't watched pornography in the past 30 days,True,False,False,False,False,False,False,True,False,False,False,,,2,,91.192,23.97,17.899961036430938,43.333333333333336,0.0,74.55681951257887,6.131112409896747,23.728813559322035,0.0,103.49714566441726
S074,34.259699999999995,12/02/2025,11:54:27,edge-chromium,False,Windows 10,1281.0,603.0,prolific,Male,24,Master,True,"Engineering, Computer Science",Black,South Africa,Heterosexual,In a relationship and not open to dating,Prefer not to say,2.0517,4.0,4.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,6.0,3.0,4.0,3.0,5.0,6.0,3.0,6.0,4.0,6.0,2.0,4.0,6.0,6.0,6.0,5.0,6.0,0.33571666666666666,less than 24h ago,I haven't watched pornography in the past 30 days,False,True,True,False,False,False,True,False,True,False,True,,4.0,2,,185.877,36.949,2.7820763087843834,21.73913043478261,0.0,82.84616314689427,6.359656906240756,20.408163265306122,0.0,93.39188052352962
S075,37.420766666666665,13/02/2025,10:46:38,chrome,False,Windows 10,1366.0,641.0,prolific,Female,28,Bachelor,False,Arts and Humanities,Black,Prefer not to say,Heterosexual,Single and not open to dating,Prefer not to say,3.62715,2.0,2.0,2.0,1.0,5.0,5.0,3.0,2.0,0.0,1.0,1.0,4.0,1.0,0.0,5.0,0.0,5.0,6.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,2.0,0.4328,within the last week,I watched pornography twice in the past 30 days,True,False,True,False,False,False,True,False,False,False,False,,,4,Im from South Africa. The drop down was not allowing me to enter my country,167.673,36.113,17.081299447678756,43.333333333333336,0.0,82.9908732178922,2.986929736929737,12.5,0.0,88.04393133298301
S076,22.113233333333334,13/02/2025,11:21:27,chrome,False,Windows 10,1280.0,559.0,prolific,Female,27,Master,True,Other,Mixed,Prefer not to say,Heterosexual,In a relationship and not open to dating,Prefer not to say,1.7185666666666668,4.0,1.0,6.0,2.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,6.0,5.0,2.0,0.3627333333333333,within the last 3 days,I watched pornography weekly,False,True,False,False,False,False,True,False,False,True,False,3.0,,2,,80.895,30.17,9.064058265640796,23.404255319148938,0.0,134.02174077909316,1.6666666666666665,11.904761904761903,0.0,116.53418227671541
S077,24.3626,17/02/2025,07:02:03,chrome,False,Windows 10,1366.0,607.0,prolific,Male,26,High school,False,Prefer not to say,White,United States,Heterosexual,Single and open to dating,Prefer not to say,0.8827833333333334,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,0.5449,within the last year,I watched pornography weekly,False,True,False,False,False,False,False,False,False,False,False,,,4,it was great. thanks,5.961,23.67,10.060446659283867,36.11111111111111,0.0,72.95750635355023,2.444821403101249,13.88888888888889,0.0,132.15594381447931
S078,19.694016666666666,17/02/2025,14:57:37,chrome,False,Windows 10,1920.0,919.0,prolific,Female,26,Bachelor,False,Arts and Humanities,White,United Kingdom,Bisexual,In a relationship and not open to dating,Women (and heterosexual couples),1.91105,2.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,5.0,4.0,3.0,4.0,2.0,1.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,0.0,4.0,4.0,2.0,4.0,0.20976666666666668,less than 24h ago,I watched pornography multiple times a week,True,False,False,False,False,False,True,True,False,False,False,,,3,,31.088,22.653,25.805084745762713,75.0,0.0,36.81912030204114,21.864406779661017,55.932203389830505,0.0,56.98279264078694
S079,61.39708333333333,17/02/2025,17:34:40,chrome,False,Windows 10,1366.0,599.0,prolific,Male,33,Bachelor,False,"Business, Economics",Black,South Africa,Heterosexual,Single and open to dating,Prefer not to say,20.370716666666667,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,0.4738833333333333,less than 24h ago,I watched pornography weekly,False,True,False,True,False,False,True,True,False,False,False,,,4,nothing else just an interesting study.,957.414,38.322,3.333333333333333,33.33333333333333,0.0,52.445880979644585,0.0,0.0,0.0,77.90068294045473
S080,22.10193333333333,17/02/2025,17:41:43,edge-chromium,False,Mac OS,1462.0,800.0,prolific,Male,47,Bachelor,False,"Engineering, Computer Science",White,United Kingdom,Heterosexual,In a relationship and not open to dating,Prefer not to say,2.118333333333333,2.0,3.0,2.0,2.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,0.35569999999999996,less than 24h ago,I watched pornography weekly,False,True,False,False,False,False,True,False,False,False,False,,,3,,36.413,16.389,3.0395480225988702,13.559322033898304,0.0,140.10928860260614,0.0,0.0,0.0,214.71862754800918
S081,20.226083333333335,17/02/2025,18:11:40,edge-chromium,False,Windows 10,1528.0,738.0,prolific,Female,23,Bachelor,False,"Business, Economics",White,United Kingdom,Heterosexual,In a relationship and not open to dating,Prefer not to say,2.0635,4.0,3.0,2.0,3.0,5.0,6.0,6.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,6.0,3.0,5.0,5.0,5.0,3.0,4.0,6.0,4.0,4.0,1.0,6.0,0.1943,within the last month,I watched pornography twice in the past 30 days,False,True,False,False,False,False,True,True,False,True,False,4.0,,4,It was a very interesting and unique study. ,9.429,11.765,13.996201052016364,72.41379310344827,0.0,59.275369671784894,13.372009802413691,35.59322033898305,0.0,93.87857188786367
S082,19.331083333333332,17/02/2025,18:46:09,chrome,False,Windows 10,1536.0,695.0,prolific,Male,41,High school,False,Prefer not to say,White,United Kingdom,Heterosexual,Single and open to dating,Prefer not to say,0.9219,1.0,3.0,3.0,4.0,1.0,5.0,5.0,2.0,2.0,3.0,3.0,6.0,1.0,0.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,0.15311666666666665,less than 24h ago,I watched pornography once in the past 30 days,False,True,False,False,False,False,True,False,False,False,False,,,4,NO,28.952,9.1,7.843976153511258,23.52941176470588,0.0,178.81775668747628,4.481394830659537,15.625,0.0,226.6706699141974
S083,24.578566666666667,17/02/2025,19:24:48,chrome,False,Windows 10,1366.0,641.0,prolific,Female,26,Bachelor,True,"Literature, Languages",Black,South Africa,Heterosexual,In a relationship and not open to dating,Prefer not to say,1.75895,0.0,6.0,2.0,4.0,3.0,6.0,4.0,4.0,5.0,6.0,6.0,3.0,1.0,0.0,6.0,5.0,5.0,4.0,5.0,6.0,3.0,2.0,1.0,2.0,4.0,4.0,0.3053666666666667,within the last year,I watched pornography weekly,False,True,False,False,False,False,True,True,False,True,False,5.0,,4,My eyes were painful,91.012,30.008,5.166666666666666,25.0,0.0,77.66690102698979,5.246753246753247,20.0,0.0,87.97522612352329
S084,22.390233333333335,18/02/2025,15:47:02,chrome,False,Windows 10,2048.0,1030.0,prolific,Male,48,High school,False,Prefer not to say,White,United Kingdom,Heterosexual,Single and open to dating,Prefer not to say,2.435166666666667,1.0,3.0,6.0,0.0,4.0,4.0,2.0,6.0,6.0,4.0,3.0,6.0,3.0,0.0,5.0,6.0,2.0,4.0,0.0,6.0,3.0,6.0,3.0,3.0,3.0,1.0,0.31085,less than 24h ago,I watched pornography daily,False,True,False,False,False,False,True,False,False,False,False,,,4,,66.429,17.008,0.0,0.0,0.0,61.274222335112995,17.454704850964344,55.172413793103445,0.0,70.87975163670758
S085,36.1136,18/02/2025,17:24:57,chrome,False,Windows 10,1366.0,641.0,prolific,Female,28,Bachelor,False,"Literature, Languages",Black,South Africa,Heterosexual,Single and open to dating,Prefer not to say,4.172283333333334,5.0,1.0,1.0,3.0,3.0,3.0,0.0,5.0,6.0,5.0,5.0,4.0,4.0,1.0,6.0,5.0,1.0,2.0,5.0,3.0,6.0,5.0,4.0,4.0,6.0,1.0,0.8543000000000001,within the last week,I watched pornography weekly,False,True,False,True,False,False,True,True,False,True,False,4.0,,4,The experiment is very fun in a challenging manner.,183.852,51.555,4.0,20.0,0.0,112.58133645851247,0.0,0.0,0.0,96.27620744326065
S086,28.962100000000003,18/02/2025,17:25:12,chrome,False,Mac OS,1181.0,546.0,prolific,Female,25,Bachelor,True,"Biology, Chemistry, Physics",Black,South Africa,Heterosexual,In a relationship and not open to dating,Prefer not to say,1.8079166666666666,5.0,2.0,6.0,4.0,2.0,1.0,2.0,6.0,6.0,1.0,5.0,6.0,5.0,4.0,4.0,6.0,2.0,0.0,0.0,6.0,6.0,6.0,4.0,6.0,6.0,1.0,0.29323333333333335,within the last 3 days,I haven't watched pornography in the past 30 days,False,True,False,True,False,False,False,True,False,False,False,,,4,,106.944,33.223,6.929378531073446,27.11864406779661,0.0,100.91194079968152,4.881355932203389,18.64406779661017,0.0,97.19845107317022
S087,34.937466666666666,18/02/2025,17:27:00,chrome,False,Windows 10,1536.0,730.0,prolific,Female,28,Bachelor,False,Medicine,Black,South Africa,Heterosexual,In a relationship and not open to dating,Prefer not to say,3.5229833333333334,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,1.0,5.0,4.0,0.47723333333333334,within the last year,I haven't watched pornography in the past 30 days,False,False,True,False,False,False,True,False,False,False,False,,,4,Quite interesting and would like to know the results of the study,153.684,49.786,5.709039548022598,31.666666666666664,0.0,89.3296183316902,2.5282485875706215,8.333333333333332,0.0,121.33983772848099
S088,27.32058333333333,20/02/2025,11:46:14,chrome,True,Android OS,980.0,1493.0,prolific,Female,31,Master,True,"Engineering, Computer Science",Black,South Africa,Heterosexual,In a relationship and not open to dating,Prefer not to say,4.0934333333333335,0.0,6.0,4.0,6.0,6.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,4.0,6.0,4.0,6.0,0.4021,within the last month,I haven't watched pornography in the past 30 days,False,True,False,False,False,False,True,False,False,False,False,,,4,No. ,166.973,52.448,0.0,0.0,0.0,75.48073089658357,0.47727272727272735,2.5,0.0,89.6678265891653
S089,32.4335,20/02/2025,12:01:15,chrome,False,Windows 10,1536.0,735.0,prolific,Female,31,Bachelor,False,Other_Agricultural foresty,Black,South Africa,Heterosexual,In a relationship and not open to dating,Prefer not to say,4.22995,5.0,6.0,0.0,6.0,6.0,6.0,6.0,4.0,2.0,6.0,6.0,5.0,3.0,3.0,6.0,6.0,6.0,6.0,5.0,0.0,2.0,0.0,6.0,6.0,2.0,6.0,0.5722833333333334,within the last 3 days,I watched pornography weekly,False,True,True,False,False,False,True,False,False,False,False,,,4,Thank you i enjoyed so much,108.467,55.469,13.158751025269378,41.66666666666667,0.0,71.90924087653563,6.732026143790849,55.55555555555556,0.0,69.36367796520238
S090,23.840716666666665,20/02/2025,12:27:18,chrome,False,Linux,1294.0,620.0,prolific,Male,48,Other,Prefer not to say,Prefer not to say,White,South Africa,Heterosexual,In a relationship and not open to dating,Prefer not to say,3.9613,2.0,3.0,1.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,5.0,2.0,2.0,6.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,0.514,less than 24h ago,I watched pornography multiple times a week,False,True,True,False,False,False,True,False,False,True,False,1.0,,4,,7.611,39.313,9.315507500487044,38.333333333333336,0.0,51.40597303192592,15.618167276754127,44.06779661016949,3.508771929824561,64.8882284590545
S091,28.755916666666668,20/02/2025,16:49:19,chrome,False,Windows 10,1280.0,551.0,prolific,Female,25,Bachelor,True,"Business, Economics",Black,South Africa,Heterosexual,Single and open to dating,Prefer not to say,2.4977666666666667,2.0,4.0,5.0,1.0,2.0,3.0,3.0,5.0,4.0,1.0,2.0,6.0,2.0,3.0,3.0,5.0,5.0,2.0,4.0,6.0,6.0,6.0,4.0,4.0,5.0,2.0,0.34523333333333334,within the last month,I haven't watched pornography in the past 30 days,False,True,False,True,False,False,True,True,False,True,False,3.0,,4,,66.197,33.643,25.441699604743086,72.0,0.0,44.076869673538816,11.92637406453196,61.53846153846154,0.0,61.195396757856464
S092,31.009016666666664,20/02/2025,16:49:37,chrome,False,Windows 10,1536.0,791.0,prolific,Female,29,Bachelor,False,Arts and Humanities,Black,South Africa,Heterosexual,In a relationship and not open to dating,Prefer not to say,2.055416666666667,4.0,2.0,6.0,4.0,3.0,0.0,4.0,3.0,3.0,2.0,4.0,5.0,5.0,1.0,3.0,4.0,3.0,1.0,4.0,5.0,4.0,1.0,3.0,3.0,3.0,4.0,0.33203333333333335,more than a year ago,I haven't watched pornography in the past 30 days,True,False,True,False,False,False,False,True,False,True,False,4.0,,2,,84.121,10.128,2.542372881355932,23.728813559322035,0.0,50.56293651072845,8.74858757062147,33.33333333333333,0.0,78.10291904960144
S093,31.014316666666666,20/02/2025,17:08:56,chrome,False,Windows 10,1366.0,633.0,prolific,Male,51,Master,False,"Engineering, Computer Science",Black,South Africa,Heterosexual,In a relationship and not open to dating,Prefer not to say,2.246366666666667,1.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,6.0,1.0,6.0,0.65835,within the last 3 days,I watched pornography twice in the past 30 days,False,True,True,False,False,False,True,False,False,True,False,4.0,,4,,207.681,40.163,3.4929292929292926,21.818181818181817,0.0,58.566058191691795,6.58681860270738,22.807017543859647,0.0,68.32931170556631
S094,36.34356666666667,21/02/2025,12:11:57,chrome,False,Windows 10,1366.0,633.0,prolific,Female,40,Bachelor,False,"Literature, Languages",Black,South Africa,Heterosexual,Single and open to dating,Prefer not to say,1.9826833333333334,5.0,3.0,2.0,6.0,4.0,6.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,6.0,4.0,6.0,3.0,6.0,0.0,3.0,4.0,3.0,6.0,3.0,5.0,0.3826333333333333,within the last week,I watched pornography multiple times a week,False,True,True,False,False,False,False,False,False,False,False,,,4,this study was very interesting.,73.399,23.568,1.2916666666666667,6.666666666666667,0.0,112.1683746975272,0.8655462184873949,2.941176470588235,0.0,215.03269280011995
S095,21.630083333333335,21/02/2025,12:15:19,edge-chromium,False,Windows 10,759.0,698.0,prolific,Female,20,High school,True,Prefer not to say,Black,South Africa,Heterosexual,Single and open to dating,Prefer not to say,1.1192166666666667,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,1.0,3.0,6.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,0.32575000000000004,more than a year ago,I haven't watched pornography in the past 30 days,False,True,True,True,False,False,False,False,False,False,False,,,4,,14.191,16.672,0.0,0.0,0.0,152.8857478825856,1.4226115978306215,5.88235294117647,0.0,298.7873666157062
S096,44.28648333333333,21/02/2025,12:24:12,chrome,False,Windows 10,1366.0,607.0,prolific,Male,44,Bachelor,False,"Engineering, Computer Science",Black,South Africa,Heterosexual,In a relationship and not open to dating,Prefer not to say,4.945116666666666,0.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,6.0,3.0,6.0,6.0,3.0,3.0,4.0,6.0,6.0,5.0,6.0,6.0,0.0,6.0,6.0,4.0,6.0,6.0,0.8841,less than 24h ago,I watched pornography multiple times a week,False,True,True,False,False,False,True,False,False,True,False,5.0,,4,,366.871,98.796,9.5515873015873,28.57142857142857,0.0,128.95202992307154,8.61111111111111,25.0,0.0,76.65277760933307
S097,28.96145,24/02/2025,08:16:52,chrome,False,Windows 10,1920.0,893.0,prolific,Other,31,Bachelor,False,"Literature, Languages",Hispanic/Latino,United States,Homosexual,Single and open to dating,Only men (and gay couples),1.39345,2.0,2.0,5.0,2.0,4.0,4.0,1.0,6.0,6.0,1.0,4.0,5.0,4.0,1.0,2.0,6.0,2.0,0.0,0.0,6.0,4.0,5.0,4.0,1.0,6.0,3.0,0.14966666666666667,less than 24h ago,I watched pornography multiple times a week,False,True,False,False,False,False,True,True,False,True,False,4.0,,4,,32.796,9.172,7.745762711864407,28.8135593220339,0.0,61.69003029343533,16.157694792211387,40.67796610169492,0.0,97.88221272455209
S098,39.93501666666667,24/02/2025,14:33:20,chrome,False,Windows 10,1366.0,633.0,prolific,Male,32,Bachelor,False,"Business, Economics",Black,South Africa,Heterosexual,In a relationship and not open to dating,Prefer not to say,3.6854,4.0,0.0,4.0,0.0,4.0,4.0,0.0,5.0,6.0,2.0,5.0,6.0,4.0,5.0,6.0,6.0,5.0,3.0,0.0,4.0,0.0,6.0,6.0,6.0,6.0,5.0,0.58445,within the last 3 days,I watched pornography twice in the past 30 days,True,False,False,False,False,False,True,True,False,True,False,2.0,,4,Nothing at the moment.,138.763,48.023,9.426704014939308,38.23529411764706,0.0,88.97163885061184,7.2546355498721224,50.0,0.0,90.06223839020764
